Total Contract Value (TCV),Account Name,Opportunity Name,Opportunity Stage,Fiscal Period,Opportunity Closure Date,Lead Source,Opportunity Type,Opportunity Owner,Secondary Practice Area,Gross Profit Margin (GPM %),Ascendion Office,Start Date,End Date,Last Modified Date,Commit Status,Probability (%),Created Date,Opportunity Creation Date as per User,Procurement Process,Execution Approach,Account Manager,Super Merge Client Name,Opportunity ID,ID(18 Characters),Previous Opportunity Stage,Opportunity Last Stage change Date,AVA Offering_Tracking,AVA Offering Multi Select Drop down (Val,AVA Platform Considered (Yes/No)?,Proactive?,Alliance Partner,Industry BU Group,Practice,Amount
250000,Hewlett-Packard Company,OMEN Data Modernization,Inquiry,Q1-2024,3/1/24,Cold call,New Business,brevin vent,,,"Bay Area, CA",,,9/26/23,Low confidence,20,9/26/23,,Direct,Engineering projects,Brevin Vent,Hewlett-Packard Company,0065c00001NfAmv,0065c00001NfAmvAAF,,9/25/23 17:00,,,,No,AWS; Google Cloud,HiTech,AI & Data Engineering,
100000,"FLEETCOR Technologies Operating Company, LLC",Analysis and Data Discovery,Negotiation/Review,Q4-2023,11/30/23,Employee Referral,New Business,maleeka plummer,,40,"Nashville, TN",9/6/23,11/30/23,9/13/23,Commit,80,9/6/23,9/6/23,Direct,Engineering projects,Maleeka Catron,"FLEETCOR Technologies Operating Company, LLC",0065c00001NFzvQ,0065c00001NFzvQAAT,Negotiation/Review,9/5/23 17:00,,,,Yes,,HiTech,AI & Data Engineering,
45000,Microsoft Corporation,Microsoft: UTMB Data Migration ( Additional Child opportunity under UTMB),Negotiation/Review,Q4-2023,10/31/23,Client Referral,New Business,Adrienne Soto,,30,"Seattle, WA",11/1/23,4/30/24,9/13/23,,80,9/8/23,9/8/23,Direct,Engineering projects,Adrienne Soto,Microsoft Corporation,0065c00001NGT1Q,0065c00001NGT1QAAX,Negotiation/Review,9/7/23 17:00,,,,No,,HiTech,AI & Data Engineering,
189000,University of Texas Medical Branch,UTMB: UTMB Migration (Additional Parent Opportunity under Microsoft),Negotiation/Review,Q4-2023,10/31/23,Client Referral,New Business,Adrienne Soto,,30,"Seattle, WA",11/1/23,4/30/24,9/13/23,,80,9/8/23,9/8/23,Direct,Engineering projects,Adrienne Soto,,0065c00001NGT66,0065c00001NGT66AAH,Negotiation/Review,9/7/23 17:00,,,,No,,HiTech,AI & Data Engineering,
40000,Huron Consulting Group,HCRE - Spike Capacity,Qualification,Q3-2023,9/1/23,Other,New Business,Santhosh Mukundan,,45,Direct - No Region,9/1/23,12/31/23,8/2/23,,20,8/2/23,8/2/22,Direct,Engineering projects,Santhosh Mukundan,Huron Consulting Group,0065c00001JEfnq,0065c00001JEfnqAAD,Qualification,8/1/23 17:00,,,,No,AWS,HiTech,AI & Data Engineering,
3000000,Huron Consulting Group,HRS V12 data migration team,Qualification,Q1-2024,3/31/24,Geo,New Business,Santhosh Mukundan,Data Migration,45,Direct - No Region,4/1/24,12/31/25,9/29/23,Low confidence,20,8/8/22,8/3/22,Direct,Engineering projects,Santhosh Mukundan,Huron Consulting Group,0065c0000119DOo,0065c0000119DOoAAM,Qualification,,,,No,No,AWS,HiTech,AI & Data Engineering,
500000,"FLEETCOR Technologies Operating Company, LLC",DataLake DataMart Attributes for Credit Org,Inquiry,Q4-2023,12/29/23,Employee Referral,New Business,Matthew Muller,,,"Atlanta, GA",,,8/3/23,Low confidence,0,8/3/23,8/3/23,Direct,Engineering projects,Kelsey Royalty,"FLEETCOR Technologies Operating Company, LLC",0065c00001JEuzJ,0065c00001JEuzJAAT,,8/2/23 17:00,,,,Yes,,HiTech,AI & Data Engineering,
400000,Microsoft Corporation,Microsoft : Employee Experience : Data Science & MLOps - Bradley Stastny,Investigation & Analysis,Q4-2023,11/30/23,Client Referral,New Business,Alyssa Talbert,,,"Seattle, WA",12/31/23,6/30/24,10/19/23,Low confidence,10,8/16/23,8/16/23,Proactive pitch,Engineering projects,Alyssa Talbert,Microsoft Corporation,0065c00001MgeM8,0065c00001MgeM8AAJ,Investigation & Analysis,8/15/23 17:00,,,,Yes,,HiTech,AI & Data Engineering,
1,IRT Technologies,JB: IRT Technologies | Tadd Wallace | Data Cloud Opp,Investigation & Analysis,Q4-2023,12/1/23,Geo,New Business,Jordan Bailey,Data Migration,,"Austin, TX",4/3/23,12/1/23,5/2/23,,10,2/7/23,11/28/22,Direct,Engineering projects,Jordan Bailey,,0065c000016fb2U,0065c000016fb2UAAQ,,,,,Yes,Yes,,HiTech,AI & Data Engineering,
500000,Hewlett-Packard Company,Marketing Media Reporting Platform Automation,Proposal Creation,Q4-2023,11/1/23,Geo,New Business,Candice Garger,,,"SoCal, CA",10/16/23,9/30/24,8/30/23,High quality,30,4/6/23,4/6/23,RFP driven,Engineering projects,Candice Garger,Hewlett-Packard Company,0065c00001BFUR0,0065c00001BFUR0AAP,Proposal Creation,8/1/23 17:00,,,,Yes,,HiTech,AI & Data Engineering,
15000000,Hewlett-Packard Company,HP Inc - Robotics & Orthotics - IT Outsourcing,Investigation & Analysis,Q4-2023,12/11/23,Cold call,New Business,Candice Garger,,40,"SoCal, CA",10/2/23,10/30/26,8/30/23,Low confidence,10,8/7/23,8/7/23,Proactive pitch,Engineering projects,Candice Garger,Hewlett-Packard Company,0065c00001JFfpR,0065c00001JFfpRAAT,Investigation & Analysis,8/6/23 17:00,,,,Yes,,HiTech,AI & Data Engineering,
150000,PowerSchool Group LLC,AI Tool,Investigation & Analysis,Q4-2023,12/18/23,Cold call,New Business,Ali Larsen,,,Sacramento,12/18/23,6/18/24,9/27/23,Low confidence,10,9/27/23,,Direct,Engineering projects,Ali Larsen,,0065c00001NfP3o,0065c00001NfP3oAAF,,9/26/23 17:00,,,,No,,HiTech,AI & Data Engineering,
500000,Broadcom Corporation,DS Pilot - Model generation and training,Investigation & Analysis,Q4-2023,11/1/23,Geo,New Business,Abhishek V,,,"Bay Area, CA",5/15/23,12/29/23,10/23/23,Low confidence,10,3/30/23,3/29/23,Direct,Engineering projects,Minhaal Naeem,,0065c00001B8Obb,0065c00001B8ObbAAF,Investigation & Analysis,3/30/23 2:00,,,,Yes,,HiTech,AI & Data Engineering,
250000,Samsung,KC - Samsung - SSD/DRAM: Storage as a Service,Qualification,Q4-2023,12/1/23,Geo,New Business,Rohit Ramachandran,,35,"Austin, TX",8/23/23,9/16/24,9/14/23,Low confidence,30,4/11/23,4/11/23,Direct,Engineering projects,Karleigh Coker,Samsung,0065c00001BG9si,0065c00001BG9siAAD,Qualification,5/4/23 15:30,,,,Yes,,HiTech,AI & Data Engineering,1
1,NortonLifeLock Inc,Ai4 - Coversational AI and customer interaction mordenization.,Inquiry,Q4-2023,11/30/23,Conference/Networking Event,New Business,Abhishek V,AI/ML,,Direct - No Region,,,8/24/23,Low confidence,0,8/25/22,8/18/22,N/A,,Kayla Luu,,0065c000011Bcsf,0065c000011BcsfAAC,Inquiry,,,,,,,HiTech,AI & Data Engineering,100000
100000,Morgan Stanley & Co. LLC,Data Modeler Support,Inquiry,Q2-2023,4/6/23,Industry,New Business,Divij Malkani,,,"Bay Area, CA",,,9/7/23,Low confidence,0,3/9/23,3/2/23,Direct,DDS,Divij Malkani,Morgan Stanley & Co. LLC,0065c000019jmYq,0065c000019jmYqAAI,Inquiry,3/9/23 8:08,,,,No,,HiTech,AI & Data Engineering,100000
500000,Hewlett-Packard Company,Regression Testing- HsinLin,Inquiry,Q4-2023,12/1/23,Cold call,New Business,kaelin brand,,,"Austin, TX",,,9/13/23,Low confidence,30,6/22/23,6/22/23,Direct,Engineering projects,Kaelin Brand,Hewlett-Packard Company,0065c00001IYzRX,0065c00001IYzRXAA1,Inquiry,6/21/23 17:00,,,,Yes,,HiTech,Quality Engineering,
200000,Hewlett-Packard Company,QA COE- HP,Qualification,Q4-2023,12/4/23,Industry,New Business,kaelin brand,,,"Austin, TX",10/2/23,7/31/24,9/13/23,Low confidence,20,3/27/23,3/27/23,Direct,Engineering projects,Kaelin Brand,Hewlett-Packard Company,0065c00001ANFfL,0065c00001ANFfLAAX,Qualification,4/5/23 22:55,,,,Yes,,HiTech,Quality Engineering,
10000000,Meta Platforms Inc.,Meta - QE Consolidation,Inquiry,Q1-2024,3/31/24,Geo,New Business,Kash Upadhyay,Quality Assurance,30,"Bay Area, CA",7/1/24,12/31/24,9/28/23,Low confidence,0,2/15/23,2/15/23,Direct Procurement,Engineering projects,Matthew Connely,"Facebook, Inc.",0065c000017XbzQ,0065c000017XbzQAAS,Inquiry,9/12/23 17:00,ITA;,ITA,Yes,Yes,,HiTech,Quality Engineering,
250000,"Amazon.com, Inc.",Amazon: DCO NPI - George Trifon,Inquiry,Q1-2024,1/1/24,Cold call,New Business,Jacob Beck,,30,"Seattle, WA",11/10/23,12/31/24,10/12/23,Low confidence,0,9/21/23,,Proactive pitch,Engineering projects,Victoria Braun,"Amazon.com, Inc.",0065c00001NJDuw,0065c00001NJDuwAAH,Inquiry,9/20/23 17:00,,,,Yes,,HiTech,Quality Engineering,
250000,Electronic Arts inc.,Quality Engineering Tool Development,Investigation & Analysis,Q4-2023,12/11/23,Cold call,New Business,Rohit Ramachandran,,35,"Austin, TX",1/15/24,12/31/24,9/29/23,Low confidence,10,9/29/23,,Direct,Engineering projects,Avery Mccuistion,,0065c00001NftR5,0065c00001NftR5AAJ,,9/28/23 17:00,,,,Yes,,HiTech,Quality Engineering,
250000,"Applied Materials, Inc.",AMAT: Quality Engineering: Automation POD for GIS,Qualification,Q1-2024,1/31/24,Client Referral,New Business,Karthik Rajaram,,30,"Bay Area, CA",2/1/24,12/31/24,10/17/23,Low confidence,20,6/28/23,6/28/23,Direct,Engineering projects,Alyssa Stephenson,"Applied Materials, Inc.",0065c00001K4gSk,0065c00001K4gSkAAJ,Qualification,10/11/23 17:00,,,,Yes,,HiTech,Quality Engineering,
500000,Meta Platforms Inc.,Meta - 3P VR End-to-End Integration QE,Inquiry,Q1-2024,3/31/24,Cold call,New Business,Kash Upadhyay,,30,"Bay Area, CA",4/1/24,12/31/24,9/19/23,Low confidence,0,9/18/23,,RFP driven,Engineering projects,Jaeda LaRocca,"Facebook, Inc.",0065c00001NIY6L,0065c00001NIY6LAAX,Inquiry,9/17/23 17:00,,,,No,,HiTech,Quality Engineering,
500000,Meta Platforms Inc.,Meta - VR Demo Content Experience QE,Inquiry,Q1-2024,3/31/24,Cold call,New Business,Kash Upadhyay,,30,"Bay Area, CA",4/1/24,12/31/24,9/19/23,Low confidence,0,9/18/23,,RFP driven,Engineering projects,Jaeda LaRocca,"Facebook, Inc.",0065c00001NIVrP,0065c00001NIVrPAAX,Inquiry,9/17/23 17:00,,,,No,,HiTech,Quality Engineering,
1500000,"Zoom Video Communications, Inc.",Zoom: Quality Engineering: QE Takeover from Infy,Inquiry,Q1-2024,1/31/24,Client Referral,New Business,Karthik Rajaram,,35,"Bay Area, CA",11/15/23,9/30/24,10/3/23,Low confidence,0,7/31/23,7/31/23,Direct,Engineering projects,Dillon Mcfarland,"Zoom Video Communications, Inc.",0065c00001JE8NU,0065c00001JE8NUAA1,Inquiry,7/30/23 17:00,,,,Yes,,HiTech,Quality Engineering,
500000,Hewlett-Packard Company,HP Fusion and HP OneCloud Agent LATAM Mixed POD,Proposal Creation,Q4-2023,12/1/23,Geo,New Business,brevin vent,Product/Platform Modernization,45,"Bay Area, CA",10/31/23,2/1/25,10/6/23,High quality,30,2/16/23,2/16/23,Direct,Engineering projects,Brevin Vent,Hewlett-Packard Company,0065c000017Xszh,0065c000017XszhAAC,Proposal Creation,8/1/23 17:00,,,,Yes,,HiTech,Quality Engineering,
300000,Tech Data Corporation,TDSYNNEX- Quality Engineering- Testing as a Service,Inquiry,Q4-2023,12/15/23,Client Referral,New Business,alayna constantine,,35,"Tampa, FL",10/30/23,10/28/24,10/3/23,Low confidence,0,8/7/23,8/7/23,Direct,Engineering projects,Alayna Constantine,Tech Data Corporation,0065c00001JFdK7,0065c00001JFdK7AAL,Inquiry,8/6/23 17:00,,,,No,,HiTech,Quality Engineering,
1,Zynga Inc,QA- Co-Engineering,Investigation & Analysis,Q1-2024,3/1/24,Other,New Business,Anil Malgikar,,,Direct - No Region,3/1/24,3/31/25,9/25/23,Low confidence,10,9/25/23,,Proactive pitch,Engineering projects,Anil Malgikar,,0065c00001NetPo,0065c00001NetPoAAJ,,9/24/23 17:00,,,,Yes,,HiTech,Quality Engineering,
,Veritas Technologies,SRE+UX / Co-Engg and JUMP sustainance PODS,Qualification,Q1-2023,3/1/23,SSG,New Business,Abhishek V,QE Transformation,,"Bay Area, CA",2/1/23,1/31/24,5/2/23,Low confidence,20,8/4/22,7/13/22,N/A,,Dillon Mcfarland,,0065c000012cm3P,0065c000012cm3PAAQ,,,,,,,,HiTech,Quality Engineering,250000
1000000,Hewlett-Packard Company,HP Field Services,Proposal Creation,Q4-2023,11/24/23,Client Referral,New Business,Akash Tiwari,,40,Direct - No Region,1/19/24,12/27/24,9/21/23,,30,9/21/23,,RFI,Engineering projects,Kaelin Brand,Hewlett-Packard Company,0065c00001NJ9PE,0065c00001NJ9PEAA1,,9/20/23 17:00,,,,No,,HiTech,Enterprise Solutions,
300000,Hewlett-Packard Company,Reporting - Finance Closing Process,Qualification,Q3-2023,8/21/23,Geo,New Business,Travis Valadez,SAP,,"Dallas, TX",9/4/23,6/1/24,7/5/23,Low confidence,20,1/18/23,1/18/23,Direct,Engineering projects,Hunter Carrithers,Hewlett-Packard Company,0065c000016C6dr,0065c000016C6drAAC,Qualification,4/6/23 11:33,,,,Yes,,HiTech,Enterprise Solutions,
86320,Atlassian Corporation Plc,Atlassian: Salesforce Development PoD,Proposal Creation,Q4-2023,11/30/23,Client Referral,New Business,Karthik Rajaram,,35,"Bay Area, CA",10/2/23,12/29/23,10/17/23,High quality,30,8/23/23,8/23/23,Direct,Engineering projects,Megan Ogrady,Atlassian Corporation Plc,0065c00001MnF1C,0065c00001MnF1CAAV,Proposal Creation,9/4/23 17:00,,,,No,Salesforce,HiTech,Enterprise Solutions,
850000,Microsoft Corporation,Microsoft: Legacy Modernization/Content Team - Employee Experience - Keith Boyd,Qualification,Q4-2023,12/31/23,Geo,New Business,Alyssa Talbert,SAP,,"Seattle, WA",1/31/23,6/30/24,9/13/23,Low confidence,20,1/31/23,1/31/23,RFI,Engineering projects,Alyssa Talbert,Microsoft Corporation,0065c000016dtSn,0065c000016dtSnAAI,Qualification,,,,No,Yes,,HiTech,Enterprise Solutions,
3800000,Microsoft Corporation,Microsoft: CS- Customer Engineering Pod- Matt Hendrix,Proposal Creation,Q4-2023,11/17/23,Client Referral,New Business,jennifer gray,,30,"Seattle, WA",12/1/23,6/30/24,9/21/23,High quality,30,7/20/23,7/19/23,Direct,Engineering projects,Jennifer Gray,Microsoft Corporation,0065c00001M2SDO,0065c00001M2SDOAA3,Investigation & Analysis,9/20/23 17:00,,,,No,,HiTech,Platform Operations,
7000000,Microsoft Corporation,Microsoft: RFP Data Center CESI / Maggie Soderstrom,Inquiry,Q4-2023,11/30/23,Geo,New Business,nicholas hollenbeck,Cloud Infrastructure Management,30,"Seattle, WA",1/1/24,6/30/26,10/13/23,Low confidence,0,12/22/22,6/5/23,RFP driven,DDS,Nicholas Hollenbeck,Microsoft Corporation,0065c000015ZPJ8,0065c000015ZPJ8AAO,Inquiry,,,,Yes,No,,HiTech,Platform Operations,
250000,"Amazon.com, Inc.",Amazon: DC Technician / James Weller,Inquiry,Q4-2023,12/31/23,Cold call,New Business,Jacob Beck,,30,"Seattle, WA",11/10/23,12/31/24,10/3/23,Low confidence,0,9/21/23,,Proactive pitch,Engineering projects,Victoria Braun,"Amazon.com, Inc.",0065c00001NJEq5,0065c00001NJEq5AAH,Inquiry,9/20/23 17:00,,,,Yes,,HiTech,Platform Operations,
1,Trellix Corporation,FedRAMP,Inquiry,Q2-2023,5/26/23,Geo,New Business,andrew christensen,,,"Dallas, TX",5/26/23,12/31/23,8/7/23,,0,4/6/23,4/6/23,Direct,DDS,Katelyn Neal,,0065c00001BFTCz,0065c00001BFTCzAAP,Inquiry,4/6/23 7:29,,,,No,,HiTech,Platform Operations,
1,Trellix Corporation,SOC Creation,Inquiry,Q2-2023,6/30/23,Geo,New Business,andrew christensen,,,"Dallas, TX",,,8/7/23,,0,4/6/23,4/6/23,Direct,DDS,Katelyn Neal,,0065c00001BFT68,0065c00001BFT68AAH,,4/6/23 7:16,,,,No,,HiTech,Platform Operations,
4000000,Microsoft Corporation,Microsoft: Mike Borth - Marketing - PMO Managed Capacity (20 person),Qualification,Q4-2023,12/1/23,Geo,New Business,tatum eskra,Operations,27,"Seattle, WA",10/1/23,6/30/24,9/6/23,Low confidence,20,9/14/22,9/14/22,RFP driven,DDS,Tatum Eskra,Microsoft Corporation,0065c000013HFno,0065c000013HFnoAAG,Qualification,,,,N/A,No,,HiTech,Platform Operations,
5000000,Hewlett-Packard Company,HP Customer Support Global Expansion (LATAM),Inquiry,Q1-2024,3/31/24,Industry,New Business,Travis Valadez,Operations,40,"Houston, TX",4/1/24,4/1/26,9/8/23,Low confidence,0,1/12/23,1/12/23,Direct Procurement,JUMP,Travis Valadez,Hewlett-Packard Company,0065c000016AW5Z,0065c000016AW5ZAAW,Inquiry,8/2/23 17:00,,,,Yes,,HiTech,Platform Operations,
100000,Twilio Inc.,Twilio CDP Build Out,Investigation & Analysis,Q3-2023,9/30/23,Geo,New Business,avery mccuistion,,,"Austin, TX",5/1/23,7/24/23,8/9/23,Low confidence,50,5/1/23,5/1/23,Direct,Engineering projects,Avery Mccuistion,Twilio Inc.,0065c00001Cbxtl,0065c00001CbxtlAAB,Investigation & Analysis,5/1/23 9:30,,,,Yes,,HiTech,Platform Operations,
438880,Twilio Inc.,Atlassian Cloud Migration Support,Qualification,Q4-2023,10/2/23,Client Referral,New Business,avery mccuistion,,35,"Austin, TX",10/2/23,4/5/24,9/27/23,Low confidence,20,9/19/23,,Direct,Engineering projects,Avery Mccuistion,Twilio Inc.,0065c00001NIoTj,0065c00001NIoTjAAL,Qualification,9/18/23 17:00,,,,Yes,,HiTech,Platform Operations,
100000,Twilio Inc.,Twilio - Zero Trust Implementation - PMO Build Out,Qualification,Q4-2023,10/31/23,Industry,New Business,blake bruner,Salesforce,,"Austin, TX",2/1/23,5/27/24,8/17/23,Low confidence,20,2/16/23,1/10/23,Direct,Engineering projects,Avery Mccuistion,Twilio Inc.,0065c000017Xorv,0065c000017XorvAAC,Qualification,5/1/23 9:27,,,Yes,No,,HiTech,Platform Operations,
500000,Meta Platforms Inc.,Meta - Merchandising Global Support Center,Inquiry,Q1-2024,3/31/24,Cold call,New Business,Kash Upadhyay,,30,"Bay Area, CA",4/1/24,12/31/24,9/26/23,Low confidence,0,9/18/23,,RFP driven,Engineering projects,Jaeda LaRocca,"Facebook, Inc.",0065c00001NIY6M,0065c00001NIY6MAAX,Inquiry,9/17/23 17:00,,,,No,,HiTech,Platform Operations,
581940,"Amazon.com, Inc.",Amazon: AFT Project- Pankhuri Prakash,Proposal Presentation,Q4-2023,12/31/23,Cold call,New Business,kora micklesen,,30,"Seattle, WA",11/1/23,4/30/24,10/10/23,Low confidence,50,10/3/23,,Direct,Engineering projects,Kora Micklesen,"Amazon.com, Inc.",0065c00001NgqQ3,0065c00001NgqQ3AAJ,Inquiry,10/9/23 17:00,,,,Yes,,HiTech,Platform Operations,
30000,"Epic Games, Inc.",Rewire - IT Support - CompTIA A+ & HDI,Proposal Creation,Q4-2023,10/23/23,Other,New Business,brian brennan,,40,"Raleigh, NC",11/1/23,2/2/24,10/24/23,High quality,50,8/9/23,8/9/23,Direct,Cognixia,Brian Brennan,"Epic Games, Inc.",0065c00001Me5XQ,0065c00001Me5XQAAZ,Proposal Creation,8/8/23 17:00,,,,Yes,,HiTech,Platform Operations,
468000,Hewlett-Packard Company,HP B21 Consumer Escalations (new) - RR,Qualification,Q4-2023,11/27/23,Other,New Business,william moreland,,,"Denver, CO",11/13/23,8/25/24,10/17/23,Low confidence,20,9/25/23,,Direct,Engineering projects,Bill Moreland,Hewlett-Packard Company,0065c00001NezAY,0065c00001NezAYAAZ,Qualification,9/24/23 17:00,,,,No,,HiTech,Platform Operations,
421200,Hewlett-Packard Company,HP B26 Elite Technical Support (new) - RR,Qualification,Q4-2023,11/27/23,Other,New Business,william moreland,,,"Denver, CO",12/4/23,9/29/24,10/17/23,Low confidence,20,9/25/23,,Direct,Engineering projects,Bill Moreland,Hewlett-Packard Company,0065c00001NezEf,0065c00001NezEfAAJ,Qualification,9/24/23 17:00,,,,No,,HiTech,Platform Operations,
1800000,Hewlett-Packard Company,Elite Technical Support SOW - RR,Qualification,Q4-2023,12/11/23,Other,New Business,william moreland,,,"Denver, CO",1/1/24,12/31/24,10/17/23,Low confidence,20,10/17/23,,Direct,Engineering projects,Bill Moreland,Hewlett-Packard Company,0065c00001O4fla,0065c00001O4flaAAB,,10/16/23 17:00,,,,No,,HiTech,Platform Operations,
320000,Hewlett-Packard Company,Omen Technical Support - RR,Qualification,Q4-2023,12/11/23,Other,New Business,william moreland,,,"Denver, CO",1/1/24,12/31/24,10/17/23,Low confidence,20,10/17/23,,Direct,Engineering projects,Bill Moreland,Hewlett-Packard Company,0065c00001O4fnM,0065c00001O4fnMAAR,,10/16/23 17:00,,,,No,,HiTech,Platform Operations,
1200000,Hewlett-Packard Company,Consumer Escalations SOW - RR,Qualification,Q4-2023,12/11/23,Other,New Business,william moreland,,,"Denver, CO",1/1/24,12/31/24,10/17/23,Low confidence,20,10/17/23,,Direct,Engineering projects,Bill Moreland,Hewlett-Packard Company,0065c00001O4fiF,0065c00001O4fiFAAR,Qualification,10/16/23 17:00,,,,No,,HiTech,Platform Operations,
421200,Hewlett-Packard Company,HP B27 Elite Technical Support - RR,Investigation & Analysis,Q1-2024,1/29/24,Other,New Business,william moreland,,,"Denver, CO",1/29/24,9/29/24,10/17/23,Low confidence,10,9/25/23,,Direct,Engineering projects,Bill Moreland,Hewlett-Packard Company,0065c00001NezGM,0065c00001NezGMAAZ,Investigation & Analysis,9/24/23 17:00,,,,No,,HiTech,Platform Operations,
2000000,Meta Platforms Inc.,Meta - Ops Logistics (Displacement - EOS IT Solutions),Inquiry,Q1-2024,3/31/24,Other,New Business,Kash Upadhyay,,35,"Bay Area, CA",7/1/24,12/31/24,9/26/23,Low confidence,0,8/23/23,8/23/23,Direct,Engineering projects,Ranya Decastro,"Facebook, Inc.",0065c00001MnEs3,0065c00001MnEs3AAF,Inquiry,8/22/23 17:00,,,,Yes,,HiTech,Platform Operations,
500000,"TruPlay Games, Inc.",Network Support,Investigation & Analysis,Q4-2023,12/31/23,Geo,New Business,cierra devine,,,"Seattle, WA",10/16/23,12/31/24,9/14/23,Low confidence,10,4/11/23,4/11/23,Direct,Engineering projects,Cierra Devine,"TruPlay Games, Inc.",0065c00001BGCWT,0065c00001BGCWTAA5,Investigation & Analysis,4/11/23 18:09,,,,No,,HiTech,Platform Operations,
390000,UST Global Inc,UST Global JUMP ServiceNow - CGX,Investigation & Analysis,Q3-2023,8/30/23,Client Referral,New Business,Alok Gaur,,,Direct - No Region,10/10/23,10/9/24,6/29/23,,10,6/29/23,6/15/23,Proactive pitch,JUMP,Malek Sultani,,0065c00001K4k29,0065c00001K4k29AAB,Investigation & Analysis,6/28/23 17:00,,,,Yes,,HiTech,Platform Operations,
390000,ICF-CGX,ServiceNow,Inquiry,Q4-2023,10/30/23,Conference / Networking Event,New Business,Alok Gaur,,,Direct - No Region,,,6/29/23,,0,6/22/23,6/15/23,Direct,JUMP,Malek Sultani,,0065c00001IZ3Xr,0065c00001IZ3XrAAL,Inquiry,6/21/23 17:00,,,,Yes,,HiTech,Platform Operations,
5000000,Hewlett-Packard Company,India Call Center Ramp-Up,Qualification,Q1-2024,1/1/24,Geo,New Business,william moreland,,,"Denver, CO",10/16/23,8/31/24,10/11/23,Low confidence,20,4/19/23,4/19/23,Direct,Engineering projects,Bill Moreland,Hewlett-Packard Company,0065c00001CZCmS,0065c00001CZCmSAAX,Qualification,5/3/23 23:49,,,,Yes,,HiTech,Platform Operations,500000
500000,Hewlett-Packard Company,Rio Rancho Data and Reporting Solution,Qualification,Q1-2024,1/1/24,Geo,New Business,william moreland,,,"Denver, CO",10/23/23,2/29/24,10/11/23,Low confidence,20,4/19/23,4/19/23,Direct,Engineering projects,Bill Moreland,Hewlett-Packard Company,0065c00001CZDcJ,0065c00001CZDcJAAX,Qualification,6/5/23 17:00,,,,Yes,,HiTech,Platform Operations,500000
1,Cruise LLC,Streategic Workshop,Investigation & Analysis,Q4-2023,11/30/23,SSG,New Business,Abhishek V,,,"Bay Area, CA",6/1/23,12/31/23,9/7/23,Low confidence,10,3/7/23,3/7/23,Direct,Engineering projects,Lexie Friedrich,,0065c000019j6if,0065c000019j6ifAAA,Investigation & Analysis,3/7/23 22:00,,,,Yes,,HiTech,Experience Engineering,
